INCMIN,DRUGDEP,SEXPRED
-0.110517077949,1.0,1.0
-0.243707472122,1.0,1.0
-0.221509073093,1.0,1.0
-0.2762281267,1.0,1.0
-0.254806671637,1.0,1.0
-0.18821147455,1.0,1.0
-0.221509073093,1.0,1.0
-0.143814676492,1.0,1.0
-0.149364276249,1.0,1.0
-0.2762281267,1.0,1.0
-0.143814676492,1.0,1.0
-0.210409873579,1.0,1.0
-0.271566462904,1.0,1.0
-0.243707472122,1.0,1.0
-0.243707472122,1.0,1.0
-0.265905871151,1.0,1.0
-0.210409873579,1.0,1.0
-0.2762281267,1.0,1.0
-0.265905871151,1.0,1.0
-0.0772194794052,1.0,1.0
-0.2762281267,-1.0,1.0
-0.234717120516,1.0,1.0
-0.266460831127,-1.0,1.0
-0.215959473336,1.0,1.0
-0.210409873579,1.0,1.0
-0.265905871151,1.0,1.0
-0.149364276249,1.0,1.0
-0.2762281267,1.0,1.0
-0.199310674065,-1.0,1.0
-0.265905871151,1.0,1.0
-0.210409873579,-1.0,1.0
-0.243707472122,1.0,1.0
-0.154913876007,1.0,1.0
-0.144258644473,1.0,1.0
-0.210409873579,1.0,1.0
-0.2762281267,1.0,1.0
-0.243707472122,1.0,1.0
-0.177112275036,1.0,1.0
-0.177112275036,1.0,1.0
-0.243707472122,1.0,1.0
-0.2762281267,-1.0,1.0
-0.265905871151,-1.0,1.0
-0.243707472122,1.0,1.0
-0.254806671637,1.0,1.0
-0.210409873579,1.0,1.0
-0.149364276249,1.0,1.0
-0.243707472122,1.0,1.0
-0.149364276249,1.0,1.0
-0.2762281267,1.0,1.0
-0.121616277463,1.0,1.0
-0.243707472122,1.0,1.0
-0.267570751079,1.0,1.0
-0.177112275036,1.0,1.0
-0.143814676492,1.0,1.0
0.122566111855,1.0,1.0
-0.271566462904,1.0,1.0
-0.210409873579,1.0,1.0
-0.221509073093,-1.0,1.0
-0.243707472122,1.0,1.0
-0.210409873579,1.0,1.0
-0.262798095287,1.0,1.0
-0.243707472122,1.0,1.0
-0.177112275036,1.0,1.0
-0.149364276249,1.0,1.0
-0.2762281267,1.0,1.0
-0.26457396721,1.0,1.0
-0.2762281267,1.0,1.0
-0.0772194794052,1.0,1.0
-0.221509073093,1.0,1.0
-0.0106242823183,1.0,1.0
-0.2762281267,1.0,1.0
-0.243707472122,1.0,1.0
-0.265905871151,1.0,1.0
-0.239489776307,1.0,1.0
-0.144147652478,1.0,1.0
-0.260578255384,1.0,1.0
-0.260578255384,1.0,1.0
-0.243707472122,1.0,1.0
-0.0772194794052,1.0,1.0
-0.177112275036,1.0,1.0
-0.232608272608,1.0,1.0
-0.2762281267,1.0,1.0
-0.265905871151,1.0,1.0
-0.0772194794052,1.0,1.0
-0.166013075521,1.0,1.0
-0.269679598986,1.0,1.0
-0.143814676492,1.0,1.0
-0.254806671637,1.0,1.0
-0.265905871151,1.0,1.0
-0.210409873579,1.0,1.0
-0.149364276249,1.0,1.0
-0.232608272608,1.0,1.0
-0.265905871151,1.0,1.0
-0.210409873579,1.0,1.0
-0.260578255384,1.0,1.0
-0.177112275036,1.0,1.0
-0.110517077949,1.0,1.0
-0.210409873579,1.0,1.0
-0.269679598986,-1.0,1.0
-0.265905871151,1.0,1.0
-0.232608272608,1.0,1.0
-0.265905871151,1.0,1.0
-0.149364276249,1.0,1.0
-0.0106242823183,-1.0,-1.0
-0.0106242823183,-1.0,1.0
-0.121616277463,1.0,1.0
-0.221509073093,-1.0,1.0
-0.177112275036,1.0,1.0
-0.275229198744,1.0,1.0
-0.265905871151,1.0,1.0
-0.260578255384,1.0,1.0
-0.2762281267,1.0,1.0
-0.143814676492,1.0,1.0
-0.240155728278,1.0,1.0
-0.243707472122,1.0,1.0
-0.243707472122,1.0,1.0
-0.143814676492,1.0,1.0
-0.265905871151,1.0,1.0
-0.260578255384,1.0,1.0
-0.2762281267,1.0,1.0
-0.143814676492,1.0,1.0
-0.243707472122,1.0,1.0
-0.227058672851,1.0,1.0
-0.2762281267,1.0,1.0
-0.250810959812,1.0,1.0
-0.143814676492,1.0,1.0
-0.132715476978,1.0,1.0
-0.149364276249,1.0,1.0
-0.210409873579,1.0,1.0
-0.149364276249,1.0,1.0
-0.2762281267,1.0,1.0
-0.265905871151,1.0,1.0
-0.166013075521,1.0,1.0
-0.23027744071,1.0,1.0
-0.265905871151,1.0,1.0
-0.265905871151,1.0,1.0
-0.273342334826,1.0,1.0
-0.2762281267,1.0,1.0
-0.221509073093,1.0,1.0
-0.210409873579,1.0,-1.0
-0.265905871151,1.0,1.0
-0.265905871151,1.0,1.0
-0.149364276249,1.0,1.0
-0.262465119302,1.0,1.0
-0.2762281267,1.0,1.0
-0.265905871151,1.0,1.0
-0.149364276249,1.0,1.0
-0.0550210803763,1.0,1.0
-0.273342334826,1.0,1.0
-0.18821147455,1.0,1.0
-0.243707472122,1.0,1.0
-0.2762281267,1.0,1.0
-0.2762281267,1.0,1.0
-0.271899438889,1.0,1.0
-0.243707472122,1.0,1.0
-0.265905871151,1.0,1.0
-0.210409873579,-1.0,1.0
-0.0106242823183,1.0,1.0
-0.260578255384,1.0,1.0
-0.210409873579,-1.0,1.0
-0.210409873579,1.0,1.0
-0.243707472122,1.0,1.0
-0.143814676492,1.0,1.0
-0.271566462904,1.0,1.0
-0.2762281267,1.0,1.0
-0.271566462904,1.0,1.0
-0.0106242823183,1.0,1.0
-0.265905871151,1.0,1.0
0.522137294377,1.0,1.0
-0.210409873579,1.0,1.0
-0.177112275036,-1.0,1.0
-0.243707472122,-1.0,1.0
-0.210409873579,1.0,1.0
-0.210409873579,1.0,1.0
-0.2762281267,1.0,1.0
-0.274119278792,1.0,1.0
-0.263464047258,-1.0,1.0
-0.154913876007,1.0,1.0
-0.243707472122,1.0,1.0
-0.2762281267,1.0,1.0
-0.26457396721,1.0,1.0
-0.265905871151,1.0,1.0
-0.143814676492,1.0,1.0
-0.2762281267,1.0,1.0
-0.0439218808618,1.0,1.0
-0.243707472122,1.0,1.0
-0.110517077949,1.0,1.0
-0.215959473336,1.0,1.0
-0.265905871151,1.0,1.0
-0.210409873579,1.0,1.0
-0.149364276249,1.0,1.0
-0.265905871151,1.0,1.0
-0.2762281267,1.0,1.0
-0.210409873579,1.0,1.0
-0.177112275036,-1.0,1.0
-0.221509073093,1.0,1.0
-0.2762281267,1.0,1.0
-0.2762281267,1.0,1.0
-0.275562174729,1.0,1.0
-0.243707472122,-1.0,1.0
-0.2762281267,1.0,1.0
-0.177112275036,1.0,1.0
-0.263131071273,1.0,1.0
-0.210409873579,1.0,1.0
-0.243707472122,1.0,1.0
-0.251476911783,1.0,1.0
-0.0106242823183,1.0,1.0
-0.0106242823183,1.0,1.0
-0.149364276249,-1.0,1.0
-0.265905871151,1.0,1.0
-0.243707472122,1.0,1.0
-0.271566462904,1.0,1.0
-0.265905871151,-1.0,1.0
-0.254806671637,1.0,1.0
-0.265905871151,1.0,1.0
-0.2762281267,1.0,1.0
-0.272676382855,1.0,1.0
-0.265905871151,1.0,1.0
-0.210409873579,-1.0,1.0
-0.254806671637,-1.0,1.0
-0.210409873579,1.0,1.0
-0.243707472122,1.0,1.0
-0.143814676492,1.0,1.0
-0.2762281267,-1.0,1.0
-0.265905871151,-1.0,1.0
-0.243707472122,1.0,1.0
-0.254806671637,1.0,1.0
-0.243707472122,1.0,1.0
-0.275562174729,1.0,1.0
-0.2762281267,1.0,1.0
-0.265905871151,-1.0,1.0
-0.235827040467,1.0,1.0
-0.2762281267,1.0,1.0
-0.149364276249,1.0,1.0
-0.149364276249,1.0,1.0
-0.204749281827,1.0,1.0
-0.243707472122,1.0,1.0
-0.143814676492,1.0,1.0
-0.275895150714,-1.0,1.0
-0.243707472122,1.0,1.0
-0.265905871151,1.0,1.0
-0.2762281267,1.0,1.0
-0.0106242823183,1.0,1.0
-0.2762281267,1.0,1.0
-0.251476911783,-1.0,1.0
-0.243707472122,1.0,1.0
-0.268236703049,1.0,1.0
-0.2762281267,1.0,1.0
-0.254806671637,1.0,1.0
-0.149364276249,1.0,1.0
-0.149364276249,1.0,1.0
-0.0772194794052,-1.0,1.0
-0.260578255384,1.0,1.0
-0.271566462904,1.0,1.0
-0.210409873579,1.0,1.0
-0.243707472122,1.0,1.0
-0.2762281267,1.0,1.0
-0.243707472122,1.0,1.0
-0.26501793519,1.0,1.0
-0.0994178784342,1.0,1.0
-0.196757858176,1.0,1.0
-0.262465119302,1.0,1.0
-0.149364276249,1.0,1.0
-0.2762281267,1.0,1.0
-0.0772194794052,1.0,1.0
-0.243707472122,1.0,1.0
-0.2762281267,1.0,1.0
-0.265905871151,1.0,1.0
-0.243707472122,1.0,1.0
-0.232608272608,1.0,1.0
-0.243707472122,1.0,1.0
-0.149364276249,-1.0,1.0
-0.154913876007,1.0,1.0
-0.243707472122,1.0,1.0
-0.110517077949,-1.0,1.0
-0.2762281267,1.0,1.0
-0.228945536768,1.0,1.0
-0.0106242823183,1.0,1.0
-0.243707472122,1.0,1.0
0.189161308942,1.0,1.0
-0.260578255384,1.0,1.0
-0.149364276249,1.0,1.0
-0.243707472122,1.0,1.0
-0.2762281267,-1.0,1.0
-0.275562174729,1.0,1.0
-0.143814676492,1.0,1.0
-0.243707472122,1.0,1.0
0.388946900203,-1.0,1.0
-0.24537235205,1.0,1.0
-0.273342334826,1.0,1.0
-0.265905871151,1.0,1.0
-0.143814676492,1.0,1.0
-0.177112275036,1.0,1.0
-0.2762281267,1.0,1.0
-0.2762281267,1.0,1.0
-0.232608272608,1.0,1.0
-0.143814676492,1.0,1.0
-0.265905871151,1.0,1.0
-0.271566462904,1.0,1.0
-0.234717120516,1.0,1.0
-0.240932672244,1.0,1.0
-0.177112275036,1.0,1.0
-0.2762281267,1.0,1.0
-0.143814676492,1.0,1.0
-0.265905871151,1.0,1.0
-0.177112275036,-1.0,1.0
-0.265905871151,1.0,1.0
-0.21862328122,1.0,1.0
-0.2762281267,1.0,1.0
0.122566111855,1.0,1.0
-0.2762281267,1.0,1.0
-0.207746065696,1.0,1.0
-0.210409873579,1.0,1.0
-0.2762281267,1.0,1.0
-0.254806671637,1.0,1.0
-0.18821147455,1.0,1.0
-0.243707472122,1.0,1.0
-0.144147652478,1.0,1.0
-0.268569679035,1.0,1.0
-0.2762281267,1.0,1.0
-0.236492992438,1.0,1.0
-0.271566462904,1.0,1.0
-0.271899438889,1.0,1.0
-0.210742849564,1.0,1.0
-0.177112275036,1.0,1.0
-0.210409873579,1.0,1.0
0.388946900203,-1.0,1.0
-0.269013647015,1.0,1.0
-0.24925707188,1.0,1.0
-0.210409873579,1.0,1.0
-0.0106242823183,1.0,1.0
-0.143814676492,1.0,1.0
-0.24559433604,1.0,1.0
-0.274119278792,1.0,1.0
-0.265905871151,1.0,1.0
-0.274452254778,1.0,1.0
-0.243707472122,1.0,1.0
-0.144147652478,1.0,1.0
-0.18821147455,1.0,1.0
-0.228834544773,1.0,1.0
-0.210409873579,1.0,1.0
-0.243707472122,1.0,1.0
-0.210409873579,1.0,1.0
-0.2762281267,1.0,1.0
-0.2762281267,1.0,1.0
-0.243707472122,1.0,1.0
-0.143814676492,1.0,1.0
-0.149364276249,1.0,1.0
-0.2762281267,1.0,1.0
-0.265905871151,1.0,1.0
-0.2762281267,1.0,1.0
-0.143814676492,1.0,1.0
-0.0772194794052,1.0,1.0
0.122566111855,1.0,1.0
-0.2762281267,1.0,1.0
-0.210409873579,1.0,1.0
-0.210409873579,1.0,1.0
-0.143814676492,1.0,1.0
-0.2762281267,1.0,1.0
0.189161308942,1.0,1.0
-0.265905871151,1.0,1.0
-0.221509073093,1.0,1.0
-0.2762281267,1.0,1.0
-0.273342334826,1.0,1.0
-0.149364276249,1.0,1.0
-0.243707472122,1.0,1.0
-0.269346623001,1.0,1.0
-0.210409873579,1.0,1.0
-0.149364276249,1.0,1.0
-0.149364276249,1.0,1.0
-0.24970103986,1.0,1.0
-0.265905871151,1.0,1.0
-0.269679598986,-1.0,1.0
-0.210409873579,-1.0,1.0
-0.2762281267,1.0,1.0
-0.210409873579,1.0,1.0
-0.275229198744,1.0,1.0
-0.143814676492,1.0,1.0
-0.265905871151,1.0,1.0
-0.265905871151,1.0,1.0
-0.149364276249,1.0,1.0
-0.265905871151,1.0,1.0
-0.2762281267,1.0,1.0
-0.265905871151,1.0,1.0
-0.2762281267,1.0,1.0
-0.0106242823183,-1.0,1.0
-0.271566462904,1.0,1.0
-0.265905871151,1.0,1.0
-0.265905871151,1.0,1.0
-0.210409873579,1.0,1.0
-0.154913876007,1.0,1.0
1.05489887107,-1.0,1.0
-0.270456542952,1.0,1.0
-0.265905871151,1.0,1.0
-0.243707472122,1.0,1.0
